measure,location,sex,age,metric,year,val,upper,lower
Population,Canada,Male,50-69 years,Number,1990,2304914.7581871413,2487536.4546343046,2130670.9166570413
Population,Canada,Female,50-69 years,Number,1990,2440078.1502614156,2633409.0357883396,2255616.4086612132
Population,Canada,Both,50-69 years,Number,1990,4744992.908448557,5120945.490422644,4386287.3253182545
Population,Canada,Male,50-69 years,Number,1991,2340238.575780973,2492857.8242806355,2179356.628679871
Population,Canada,Female,50-69 years,Number,1991,2468183.4286525724,2629146.6329765455,2298505.7898367154
Population,Canada,Both,50-69 years,Number,1991,4808422.004433545,5122004.457257181,4477862.418516586
Population,Canada,Male,50-69 years,Number,1992,2376678.197277876,2545920.9813844287,2205177.756158217
Population,Canada,Female,50-69 years,Number,1992,2496563.0797624253,2674342.8426266443,2316411.7786932667
Population,Canada,Both,50-69 years,Number,1992,4873241.277040302,5220263.8240110725,4521589.534851483
Population,Canada,Male,50-69 years,Number,1993,2423401.270714405,2627151.317355962,2218089.710827495
Population,Canada,Female,50-69 years,Number,1993,2535530.6807633205,2748708.127152267,2320719.4707918186
Population,Canada,Both,50-69 years,Number,1993,4958931.951477726,5375859.444508229,4538809.181619314
Population,Canada,Male,50-69 years,Number,1994,2472287.89648484,2664746.5468405904,2277128.2385913804
Population,Canada,Female,50-69 years,Number,1994,2577727.467340789,2778394.2060546456,2374244.526950198
Population,Canada,Both,50-69 years,Number,1994,5050015.363825629,5443140.752895236,4651372.765541579
Population,Canada,Male,50-69 years,Number,1995,2522435.170010242,2698445.0745839924,2327247.2019062624
Population,Canada,Female,50-69 years,Number,1995,2622322.8775808737,2805302.7237755717,2419405.5220535505
Population,Canada,Both,50-69 years,Number,1995,5144758.047591115,5503747.798359564,4746652.723959813
Population,Canada,Male,50-69 years,Number,1996,2579546.1348885684,2742570.811401739,2418299.9114557463
Population,Canada,Female,50-69 years,Number,1996,2675936.4956264924,2845052.9443184016,2508664.9557885462
Population,Canada,Both,50-69 years,Number,1996,5255482.63051506,5587623.7557201395,4926964.867244292
Population,Canada,Male,50-69 years,Number,1997,2667374.428239368,2874603.235099295,2471494.544544894
Population,Canada,Female,50-69 years,Number,1997,2763255.019559419,2977932.8070835997,2560334.0999768088
Population,Canada,Both,50-69 years,Number,1997,5430629.447798787,5852536.042182894,5031828.644521701
Population,Canada,Male,50-69 years,Number,1998,2753994.423292385,2974326.93792004,2539638.0394685874
Population,Canada,Female,50-69 years,Number,1998,2850231.5946889916,3078263.5359368054,2628384.6176107074
Population,Canada,Both,50-69 years,Number,1998,5604226.0179813765,6052590.473856846,5168022.657079294
Population,Canada,Male,50-69 years,Number,1999,2840493.0115365055,3072878.661961031,2621529.2395970025
Population,Canada,Female,50-69 years,Number,1999,2939512.3266089363,3179998.918610942,2712915.4984939503
Population,Canada,Both,50-69 years,Number,1999,5780005.338145442,6252877.580571973,5334444.738090953
Population,Canada,Male,50-69 years,Number,2000,2927686.456697627,3130352.405305089,2718288.4829047737
Population,Canada,Female,50-69 years,Number,2000,3029442.3037480745,3239152.19151154,2812766.409826447
Population,Canada,Both,50-69 years,Number,2000,5957128.760445702,6369504.596816629,5531054.89273122
Population,Canada,Male,50-69 years,Number,2001,3017936.464186932,3212518.96632427,2816729.197383157
Population,Canada,Female,50-69 years,Number,2001,3123539.421451104,3324930.710950737,2915291.5550026163
Population,Canada,Both,50-69 years,Number,2001,6141475.885638036,6537449.677275007,5732020.752385773
Population,Canada,Male,50-69 years,Number,2002,3112251.0429130113,3337902.0303583136,2876404.647663859
Population,Canada,Female,50-69 years,Number,2002,3223504.2975053927,3457221.6029980266,2979227.13022225
Population,Canada,Both,50-69 years,Number,2002,6335755.340418404,6795123.633356341,5855631.777886109
Population,Canada,Male,50-69 years,Number,2003,3214988.556934871,3468401.528979357,2955952.7767937053
Population,Canada,Female,50-69 years,Number,2003,3333394.737362604,3596140.7634939877,3064818.818344592
Population,Canada,Both,50-69 years,Number,2003,6548383.294297474,7064542.292473345,6020771.595138297
Population,Canada,Male,50-69 years,Number,2004,3330854.8463225365,3604323.943235372,3063709.2885210416
Population,Canada,Female,50-69 years,Number,2004,3457996.78310612,3741904.4587730984,3180654.0221273345
Population,Canada,Both,50-69 years,Number,2004,6788851.629428656,7346228.40200847,6244363.310648376
Population,Canada,Male,50-69 years,Number,2005,3455334.4122848967,3717771.76065535,3197190.038266419
Population,Canada,Female,50-69 years,Number,2005,3589355.620724364,3861972.0621641334,3321198.6641799225
Population,Canada,Both,50-69 years,Number,2005,7044690.033009261,7579743.8228194835,6518388.702446341
Population,Canada,Male,50-69 years,Number,2006,3578295.2615327006,3818374.1728505045,3339112.639822295
Population,Canada,Female,50-69 years,Number,2006,3718810.336139261,3968316.8389970744,3470235.319034453
Population,Canada,Both,50-69 years,Number,2006,7297105.597671961,7786691.011847578,6809347.958856748
Population,Canada,Male,50-69 years,Number,2007,3708323.732836812,3970533.394988774,3429417.511345465
Population,Canada,Female,50-69 years,Number,2007,3855836.994632525,4128477.0844723084,3565836.1736856354
Population,Canada,Both,50-69 years,Number,2007,7564160.727469336,8099010.479461082,6995253.685031101
Population,Canada,Male,50-69 years,Number,2008,3839360.4184993845,4157835.6517621954,3527512.63033975
Population,Canada,Female,50-69 years,Number,2008,3992779.064189186,4323980.385562272,3668470.0168338055
Population,Canada,Both,50-69 years,Number,2008,7832139.48268857,8481816.037324468,7195982.6471735565
Population,Canada,Male,50-69 years,Number,2009,3966697.6412497754,4291831.366538806,3663156.9987499528
Population,Canada,Female,50-69 years,Number,2009,4127409.103541782,4465715.679689993,3811570.4577825447
Population,Canada,Both,50-69 years,Number,2009,8094106.744791558,8757547.046228798,7474727.456532497
Population,Canada,Male,50-69 years,Number,2010,4096290.6316968617,4383621.7540802,3779472.2095574928
Population,Canada,Female,50-69 years,Number,2010,4263827.291952367,4562910.143145931,3934051.1221517534
Population,Canada,Both,50-69 years,Number,2010,8360117.923649229,8946531.89722613,7713523.331709246
Population,Canada,Male,50-69 years,Number,2011,4222179.954850526,4506252.076075678,3930154.699012414
Population,Canada,Female,50-69 years,Number,2011,4396014.339284861,4691782.196564893,4091965.9032102986
Population,Canada,Both,50-69 years,Number,2011,8618194.294135388,9198034.272640571,8022120.602222714
Population,Canada,Male,50-69 years,Number,2012,4338102.497095818,4670314.329473272,4029894.033838323
Population,Canada,Female,50-69 years,Number,2012,4518699.351334211,4864741.288442547,4197660.052716967
Population,Canada,Both,50-69 years,Number,2012,8856801.84843003,9535055.617915818,8227554.08655529
Population,Canada,Male,50-69 years,Number,2013,4448337.238795563,4817124.246163113,4087020.332555773
Population,Canada,Female,50-69 years,Number,2013,4635937.439676821,5020277.34084504,4259382.677008067
Population,Canada,Both,50-69 years,Number,2013,9084274.678472385,9837401.587008154,8346403.009563841
Population,Canada,Male,50-69 years,Number,2014,4550615.940927073,4913639.681973334,4190199.7756845998
Population,Canada,Female,50-69 years,Number,2014,4744970.09550784,5123498.3689514045,4369160.765910856
Population,Canada,Both,50-69 years,Number,2014,9295586.036434913,10037138.050924739,8559360.541595457
Population,Canada,Male,50-69 years,Number,2015,4641751.883038924,4958946.37473196,4311600.218525916
Population,Canada,Female,50-69 years,Number,2015,4844070.069908072,5175089.991322743,4499528.216552749
Population,Canada,Both,50-69 years,Number,2015,9485821.952946996,10134036.366054704,8811128.435078666
Population,Canada,Male,50-69 years,Number,2016,4707855.228792253,5016548.103824618,4391525.149397954
Population,Canada,Female,50-69 years,Number,2016,4915352.1019359995,5237650.494389384,4585079.898333163
Population,Canada,Both,50-69 years,Number,2016,9623207.330728253,10254198.598214,8976605.047731116
Population,Canada,Male,50-69 years,Number,2017,4730491.026750058,5072373.882265494,4377839.269789433
Population,Canada,Female,50-69 years,Number,2017,4942370.355823007,5299566.190400984,4573923.279256301
Population,Canada,Both,50-69 years,Number,2017,9672861.382573064,10371940.07266648,8951762.549045732
Population,Canada,Male,50-69 years,Number,2018,4748443.662368094,5107316.990273921,4347973.121145002
Population,Canada,Female,50-69 years,Number,2018,4965332.092699079,5340597.206695579,4546569.784055847
Population,Canada,Both,50-69 years,Number,2018,9713775.755067172,10447914.196969498,8894542.905200848
Population,Canada,Male,50-69 years,Number,2019,4769260.811408185,5142885.956051347,4382483.132518311
Population,Canada,Female,50-69 years,Number,2019,4990000.272347336,5380918.20433913,4585321.056989333
